game_idx,game_length,positions_analyzed,avg_illegal_prob,max_illegal_prob,failure_count,failure_rate
200,60,56,0.005920866905512319,0.049331833438520024,0,0.0
201,60,56,0.0025203141261777233,0.05390112310922364,1,0.017857142857142856
202,60,56,0.004447964275712807,0.11623652458781332,2,0.03571428571428571
203,60,56,0.017323297532429092,0.5623061224178076,4,0.07142857142857142
204,60,56,0.0042226847359023555,0.07124669866553422,1,0.017857142857142856
205,60,56,0.0026183072225090453,0.020670831845748076,0,0.0
206,60,56,0.00970401669493383,0.21442814618013034,2,0.03571428571428571
207,60,56,0.004541328216421512,0.07671145720840139,2,0.03571428571428571
208,60,56,0.00584331605951013,0.06821015680050253,1,0.017857142857142856
209,60,56,0.005173632317276701,0.07413518589535442,1,0.017857142857142856
210,60,56,0.008258172807065072,0.21324874536425398,2,0.03571428571428571
211,60,56,0.0019243705225528997,0.031656628943022846,0,0.0
212,60,56,0.005853306292854418,0.14444226639850197,1,0.017857142857142856
213,60,56,0.0038125476175903915,0.04421627608160877,0,0.0
214,60,56,0.001189597282086061,0.015168514548478562,0,0.0
215,60,56,0.010952392769518466,0.21533778757150826,2,0.03571428571428571
216,60,56,0.004971585732864761,0.05482598231701141,1,0.017857142857142856
217,58,54,0.012648259333462746,0.1771729312415585,2,0.037037037037037035
218,60,56,0.0030904099032915792,0.03322206867871681,0,0.0
219,60,56,0.003236199856551787,0.0541487155994359,1,0.017857142857142856
220,60,56,0.009840091495160882,0.12257806501460802,4,0.07142857142857142
221,60,56,0.004014641933424162,0.08572750628635287,1,0.017857142857142856
